time,subject,fuzzer,run,cov_type,cov
1615980625,lightftp,aflnwe,4,b_per,16.6
1615980625,lightftp,aflnwe,4,b_abs,130
1615978788,lightftp,aflnwe,4,l_per,31.1
1615978788,lightftp,aflnwe,4,l_abs,351
1615978788,lightftp,aflnwe,4,b_per,17.0
1615978788,lightftp,aflnwe,4,b_abs,133
1615978965,lightftp,aflnwe,4,l_per,32.5
1615978965,lightftp,aflnwe,4,l_abs,366
1615978965,lightftp,aflnwe,4,b_per,17.6
1615978965,lightftp,aflnwe,4,b_abs,138
1615979209,lightftp,aflnwe,4,l_per,33.0
1615979209,lightftp,aflnwe,4,l_abs,372
1615979209,lightftp,aflnwe,4,b_per,18.0
1615979209,lightftp,aflnwe,4,b_abs,141
1615980794,lightftp,aflnwe,4,l_per,33.9
1615980794,lightftp,aflnwe,4,l_abs,382
1615980794,lightftp,aflnwe,4,b_per,18.7
1615980794,lightftp,aflnwe,4,b_abs,146
1615979644,lightftp,aflnwe,4,l_per,35.2
1615979644,lightftp,aflnwe,4,l_abs,397
1615979644,lightftp,aflnwe,4,b_per,20.2
1615979644,lightftp,aflnwe,4,b_abs,158
1615979926,lightftp,aflnwe,4,l_per,35.8
1615979926,lightftp,aflnwe,4,l_abs,403
1615979926,lightftp,aflnwe,4,b_per,20.7
1615979926,lightftp,aflnwe,4,b_abs,162
